kind	round	position	cell	marker
verify	36	3	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=263958 fri_ns=2597417
verify	36	3	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1722000
verify	36	4	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1541
verify	36	4	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=227542 fri_ns=2609417
verify	36	4	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1695000
verify	37	1	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1459
verify	37	1	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=248208 fri_ns=2748334
verify	37	1	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1776625
verify	37	2	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4375
verify	37	2	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=464750 fri_ns=2724958
verify	37	2	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1781416
verify	37	3	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1500
verify	37	3	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=231833 fri_ns=2611875
verify	37	3	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1903625
verify	37	4	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=3958
verify	37	4	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=403209 fri_ns=2567125
verify	37	4	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1685500
verify	38	1	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4333
verify	38	1	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=404250 fri_ns=2639875
verify	38	1	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1680292
verify	38	2	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1333
verify	38	2	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=227625 fri_ns=2604791
verify	38	2	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1731208
verify	38	3	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4542
verify	38	3	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=465416 fri_ns=2717042
verify	38	3	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1763459
verify	38	4	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1625
verify	38	4	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=266333 fri_ns=2843958
verify	38	4	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1894166
verify	39	1	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1416
verify	39	1	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=230583 fri_ns=2482083
verify	39	1	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1620916
verify	39	2	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1209
verify	39	2	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=243209 fri_ns=2763042
verify	39	2	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1807292
verify	39	3	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=5333
verify	39	3	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=445416 fri_ns=2627875
verify	39	3	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1681875
verify	39	4	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=3958
verify	39	4	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=476250 fri_ns=2760709
verify	39	4	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1774833
verify	40	1	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4041
verify	40	1	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=458084 fri_ns=2722125
verify	40	1	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1780000
verify	40	2	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4334
verify	40	2	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=417583 fri_ns=2608958
verify	40	2	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1680417
verify	40	3	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1459
verify	40	3	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=248208 fri_ns=2712917
verify	40	3	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1773209
verify	40	4	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1333
verify	40	4	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=252542 fri_ns=2638875
verify	40	4	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1695792
verify	41	1	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1584
verify	41	1	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=241250 fri_ns=2732083
verify	41	1	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1785625
verify	41	2	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4333
verify	41	2	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=456917 fri_ns=2759500
verify	41	2	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1752542
verify	41	3	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1542
verify	41	3	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=218958 fri_ns=2652625
verify	41	3	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1680417
verify	41	4	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4209
verify	41	4	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=401125 fri_ns=2570834
verify	41	4	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1680000
verify	42	1	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4208
verify	42	1	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=418958 fri_ns=2608625
verify	42	1	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1695208
verify	42	2	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1542
verify	42	2	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=227709 fri_ns=2591792
verify	42	2	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1681792
verify	42	3	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4042
verify	42	3	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=440291 fri_ns=2714583
verify	42	3	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1789375
verify	42	4	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1333
verify	42	4	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=227792 fri_ns=2781417
verify	42	4	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1804042
verify	43	1	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=2459
verify	43	1	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=255417 fri_ns=2611583
verify	43	1	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1712791
verify	43	2	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1292
verify	43	2	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=262291 fri_ns=2819250
verify	43	2	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1883750
verify	43	3	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=5125
verify	43	3	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=444375 fri_ns=2663375
verify	43	3	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1698709
verify	43	4	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4166
verify	43	4	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=466167 fri_ns=2763541
verify	43	4	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1786084
verify	44	1	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4583
verify	44	1	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=453125 fri_ns=2724292
verify	44	1	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1790584
verify	44	2	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4292
verify	44	2	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=403208 fri_ns=2613125
verify	44	2	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1732917
verify	44	3	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1375
verify	44	3	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=241041 fri_ns=2761500
verify	44	3	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1808000
verify	44	4	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1250
verify	44	4	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=236875 fri_ns=2659917
verify	44	4	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1685333
verify	45	1	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1708
verify	45	1	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=246833 fri_ns=2762208
verify	45	1	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1865000
verify	45	2	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4125
verify	45	2	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=562125 fri_ns=2668834
verify	45	2	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1722791
verify	45	3	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1500
verify	45	3	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=237625 fri_ns=2737333
verify	45	3	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1748709
verify	45	4	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4458
verify	45	4	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=404208 fri_ns=2644042
verify	45	4	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1696792
verify	46	1	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4333
verify	46	1	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=406250 fri_ns=2644708
verify	46	1	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1701792
verify	46	2	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1291
verify	46	2	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=225959 fri_ns=2583750
verify	46	2	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1735000
verify	46	3	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4042
verify	46	3	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=443083 fri_ns=2666833
verify	46	3	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1794041
verify	46	4	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=2417
verify	46	4	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=246625 fri_ns=2747625
verify	46	4	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1812417
verify	47	1	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=2333
verify	47	1	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=230041 fri_ns=2639333
verify	47	1	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1715542
verify	47	2	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1292
verify	47	2	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=236542 fri_ns=2761834
verify	47	2	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1770833
verify	47	3	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4334
verify	47	3	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=412667 fri_ns=2495583
verify	47	3	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1676167
verify	47	4	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4292
verify	47	4	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=408750 fri_ns=2620125
verify	47	4	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1809375
verify	48	1	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4500
verify	48	1	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=437791 fri_ns=2808583
verify	48	1	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1792750
verify	48	2	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4333
verify	48	2	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=430375 fri_ns=2666667
verify	48	2	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1705042
verify	48	3	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1167
verify	48	3	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=247250 fri_ns=2706500
verify	48	3	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1754375
verify	48	4	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1500
verify	48	4	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=237958 fri_ns=2551417
verify	48	4	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1696209
verify	49	1	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1250
verify	49	1	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=240833 fri_ns=2743417
verify	49	1	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1784417
verify	49	2	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4209
verify	49	2	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=459666 fri_ns=2721917
verify	49	2	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1772958
verify	49	3	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1500
verify	49	3	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=231916 fri_ns=2594792
verify	49	3	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1722375
verify	49	4	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4291
verify	49	4	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=407791 fri_ns=2588292
verify	49	4	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1767708
verify	50	1	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4458
verify	50	1	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=406292 fri_ns=2578417
verify	50	1	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1735084
verify	50	2	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1333
verify	50	2	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=229792 fri_ns=2673583
verify	50	2	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1698250
verify	50	3	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4333
verify	50	3	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=442958 fri_ns=2810709
verify	50	3	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1800917
verify	50	4	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1417
verify	50	4	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=239666 fri_ns=2776708
verify	50	4	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1797584
