kind	round	position	cell	marker
prove	1	1	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2958
prove	1	1	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=75038833
prove	1	1	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=40101084 fri_query_ns=187458 openings_ns=522208
prove	1	2	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4640542
prove	1	2	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=10211625
prove	1	2	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=31169375 fri_query_ns=346375 openings_ns=912250
prove	1	3	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2292
prove	1	3	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=13346333
prove	1	3	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=39289458 fri_query_ns=196042 openings_ns=563000
prove	1	4	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=6226709
prove	1	4	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=67354209
prove	1	4	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=7345167 fri_query_ns=222375 openings_ns=300416
prove	2	1	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=5050042
prove	2	1	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=8928667
prove	2	1	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=6357625 fri_query_ns=168000 openings_ns=436208
prove	2	2	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2583
prove	2	2	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=34277708
prove	2	2	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=41155792 fri_query_ns=196500 openings_ns=523916
prove	2	3	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=5370208
prove	2	3	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=9532458
prove	2	3	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=45578208 fri_query_ns=173833 openings_ns=318042
prove	2	4	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2541
prove	2	4	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=17782750
prove	2	4	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=50866500 fri_query_ns=193292 openings_ns=582000
prove	3	1	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=3250
prove	3	1	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=10449083
prove	3	1	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=29836333 fri_query_ns=166792 openings_ns=665000
prove	3	2	control	OVERHEAD_PROVE_EARLY anchors=0 ns=3583
prove	3	2	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=7515208
prove	3	2	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=51318209 fri_query_ns=191958 openings_ns=969625
prove	3	3	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=5393209
prove	3	3	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=38628541
prove	3	3	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=72566625 fri_query_ns=170333 openings_ns=548042
prove	3	4	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4757833
prove	3	4	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=18580292
prove	3	4	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=23996417 fri_query_ns=205042 openings_ns=682625
prove	4	1	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4322292
prove	4	1	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=33343958
prove	4	1	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=5547667 fri_query_ns=204500 openings_ns=426334
prove	4	2	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=5415667
prove	4	2	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=15027667
prove	4	2	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=5820916 fri_query_ns=226333 openings_ns=574792
prove	4	3	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2792
prove	4	3	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=74420833
prove	4	3	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=4428500 fri_query_ns=197709 openings_ns=519083
prove	4	4	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=3166
prove	4	4	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=29277333
prove	4	4	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=74838667 fri_query_ns=172458 openings_ns=478541
prove	5	1	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2583
prove	5	1	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=47590458
prove	5	1	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=36538708 fri_query_ns=184750 openings_ns=601542
prove	5	2	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=5890917
prove	5	2	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=37902458
prove	5	2	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=18706292 fri_query_ns=169250 openings_ns=590208
prove	5	3	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2875
prove	5	3	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=38748834
prove	5	3	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=115265000 fri_query_ns=187167 openings_ns=417625
prove	5	4	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=5095416
prove	5	4	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=53626083
prove	5	4	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=104589667 fri_query_ns=210542 openings_ns=526875
prove	6	1	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=5461042
prove	6	1	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=40243416
prove	6	1	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=4232083 fri_query_ns=182792 openings_ns=589916
prove	6	2	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=3084
prove	6	2	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=10266917
prove	6	2	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=29753583 fri_query_ns=267292 openings_ns=964167
prove	6	3	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4322334
prove	6	3	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=38104333
prove	6	3	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=19789417 fri_query_ns=321625 openings_ns=709916
prove	6	4	control	OVERHEAD_PROVE_EARLY anchors=0 ns=3500
prove	6	4	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=15373875
prove	6	4	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=4763333 fri_query_ns=202500 openings_ns=594583
prove	7	1	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2875
prove	7	1	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=18661542
prove	7	1	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=303833 fri_query_ns=200708 openings_ns=560375
prove	7	2	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2917
prove	7	2	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=19817291
prove	7	2	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=8767625 fri_query_ns=196167 openings_ns=597333
prove	7	3	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4489875
prove	7	3	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=12688333
prove	7	3	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=20125959 fri_query_ns=241708 openings_ns=708875
prove	7	4	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4624416
prove	7	4	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=9261625
prove	7	4	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=52663041 fri_query_ns=453917 openings_ns=1195416
prove	8	1	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4777417
prove	8	1	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=30656750
prove	8	1	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=41965709 fri_query_ns=209917 openings_ns=567084
prove	8	2	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4600834
prove	8	2	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=8508542
prove	8	2	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=19945667 fri_query_ns=252000 openings_ns=370416
prove	8	3	control	OVERHEAD_PROVE_EARLY anchors=0 ns=3375
prove	8	3	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=14366208
prove	8	3	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=82252458 fri_query_ns=225417 openings_ns=1055125
prove	8	4	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2792
prove	8	4	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=8451041
prove	8	4	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=20289750 fri_query_ns=178167 openings_ns=374709
prove	9	1	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2750
prove	9	1	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=13847834
prove	9	1	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=64666459 fri_query_ns=227334 openings_ns=753792
prove	9	2	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4137959
prove	9	2	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=22189458
prove	9	2	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=6260042 fri_query_ns=250167 openings_ns=667833
prove	9	3	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2834
prove	9	3	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=45968875
prove	9	3	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=15359167 fri_query_ns=173125 openings_ns=459542
prove	9	4	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=5832625
prove	9	4	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=9526917
prove	9	4	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=752625 fri_query_ns=179583 openings_ns=407500
prove	10	1	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4381000
prove	10	1	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=7101417
prove	10	1	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=22505541 fri_query_ns=202500 openings_ns=436417
prove	10	2	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=3041
prove	10	2	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=12461583
prove	10	2	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=25092667 fri_query_ns=189250 openings_ns=448458
prove	10	3	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4550250
prove	10	3	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=9348500
prove	10	3	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=1489000 fri_query_ns=167083 openings_ns=337833
prove	10	4	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2792
prove	10	4	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=30408125
prove	10	4	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=7470416 fri_query_ns=202542 openings_ns=1766250
prove	11	1	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2458
prove	11	1	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=37906583
prove	11	1	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=34406625 fri_query_ns=287500 openings_ns=2928833
prove	11	2	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2292
prove	11	2	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=6444709
prove	11	2	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=43210292 fri_query_ns=187291 openings_ns=441167
prove	11	3	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4360833
prove	11	3	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=21489542
prove	11	3	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=71333500 fri_query_ns=402709 openings_ns=1615042
prove	11	4	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4759458
prove	11	4	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=20064292
prove	11	4	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=13192250 fri_query_ns=191459 openings_ns=479541
prove	12	1	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=5071667
prove	12	1	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=36943542
prove	12	1	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=12234167 fri_query_ns=182292 openings_ns=653416
prove	12	2	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4717417
prove	12	2	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=19484542
prove	12	2	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=39912042 fri_query_ns=193291 openings_ns=451042
prove	12	3	control	OVERHEAD_PROVE_EARLY anchors=0 ns=3542
prove	12	3	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=7669708
prove	12	3	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=18801959 fri_query_ns=163917 openings_ns=506875
prove	12	4	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2791
prove	12	4	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=20739333
prove	12	4	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=79017584 fri_query_ns=242500 openings_ns=724500
prove	13	1	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2959
prove	13	1	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=15638083
prove	13	1	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=40528333 fri_query_ns=194084 openings_ns=906750
prove	13	2	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4216625
prove	13	2	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=7908875
prove	13	2	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=34174750 fri_query_ns=215500 openings_ns=1163666
prove	13	3	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2208
prove	13	3	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=80539500
prove	13	3	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=3684000 fri_query_ns=182875 openings_ns=696083
prove	13	4	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4436792
prove	13	4	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=15201500
prove	13	4	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=3367250 fri_query_ns=173208 openings_ns=617625
prove	14	1	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4831209
prove	14	1	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=22707917
prove	14	1	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=54295292 fri_query_ns=161959 openings_ns=395417
prove	14	2	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2708
prove	14	2	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=5729500
prove	14	2	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=26293667 fri_query_ns=256375 openings_ns=392250
prove	14	3	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=3747333
prove	14	3	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=41225500
prove	14	3	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=30907458 fri_query_ns=205167 openings_ns=410042
prove	14	4	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2625
prove	14	4	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=6124583
prove	14	4	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=42675125 fri_query_ns=1264625 openings_ns=293417
prove	15	1	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=3000
prove	15	1	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=15247458
prove	15	1	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=1657541 fri_query_ns=291834 openings_ns=1015084
prove	15	2	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2875
prove	15	2	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=41916375
prove	15	2	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=12837917 fri_query_ns=191667 openings_ns=327042
prove	15	3	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4715834
prove	15	3	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=27188167
prove	15	3	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=25706416 fri_query_ns=162250 openings_ns=1008834
prove	15	4	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4399708
prove	15	4	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=20900916
prove	15	4	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=36068625 fri_query_ns=211000 openings_ns=471417
prove	16	1	anchor_only	OVERHEAD_PROVE_EARLY anchors=2 ns=4357708
prove	16	1	anchor_only	OVERHEAD_PROVE_DEEP q=219 anchors=2 ns=15196625
prove	16	1	anchor_only	OVERHEAD_PROVE_CPU q=219 anchors=2 grind_ns=36885375 fri_query_ns=204125 openings_ns=510833
prove	16	2	actual	OVERHEAD_PROVE_EARLY anchors=2 ns=4356250
prove	16	2	actual	OVERHEAD_PROVE_DEEP q=208 anchors=2 ns=57486875
prove	16	2	actual	OVERHEAD_PROVE_CPU q=208 anchors=2 grind_ns=22131959 fri_query_ns=157625 openings_ns=420583
prove	16	3	control	OVERHEAD_PROVE_EARLY anchors=0 ns=2875
prove	16	3	control	OVERHEAD_PROVE_DEEP q=219 anchors=0 ns=25107125
prove	16	3	control	OVERHEAD_PROVE_CPU q=219 anchors=0 grind_ns=6321625 fri_query_ns=202250 openings_ns=557584
prove	16	4	query_only	OVERHEAD_PROVE_EARLY anchors=0 ns=2083
prove	16	4	query_only	OVERHEAD_PROVE_DEEP q=208 anchors=0 ns=5951042
prove	16	4	query_only	OVERHEAD_PROVE_CPU q=208 anchors=0 grind_ns=41745667 fri_query_ns=401708 openings_ns=1278542
verify	1	1	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1334
verify	1	1	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=290917 fri_ns=3372417
verify	1	1	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=2125417
verify	1	2	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4750
verify	1	2	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=526542 fri_ns=3089500
verify	1	2	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=2131792
verify	1	3	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1542
verify	1	3	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=258208 fri_ns=2819042
verify	1	3	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1831041
verify	1	4	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4875
verify	1	4	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=449625 fri_ns=2869709
verify	1	4	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1835708
verify	2	1	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4375
verify	2	1	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=419917 fri_ns=2768291
verify	2	1	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1702708
verify	2	2	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1375
verify	2	2	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=228750 fri_ns=2685459
verify	2	2	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1707667
verify	2	3	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4250
verify	2	3	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=444875 fri_ns=2731416
verify	2	3	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1785042
verify	2	4	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1458
verify	2	4	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=242250 fri_ns=2676625
verify	2	4	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1745083
verify	3	1	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1417
verify	3	1	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=227958 fri_ns=2593417
verify	3	1	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1696792
verify	3	2	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1916
verify	3	2	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=258375 fri_ns=2790708
verify	3	2	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1838917
verify	3	3	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4042
verify	3	3	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=411542 fri_ns=2612875
verify	3	3	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1690791
verify	3	4	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4375
verify	3	4	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=477916 fri_ns=2814375
verify	3	4	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1790958
verify	4	1	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4041
verify	4	1	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=410333 fri_ns=2617583
verify	4	1	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1872958
verify	4	2	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4041
verify	4	2	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=406375 fri_ns=2646541
verify	4	2	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1726875
verify	4	3	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1541
verify	4	3	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=262209 fri_ns=2687000
verify	4	3	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1709375
verify	4	4	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1375
verify	4	4	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=234875 fri_ns=2605625
verify	4	4	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1791083
verify	5	1	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1417
verify	5	1	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=242875 fri_ns=2760708
verify	5	1	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1844750
verify	5	2	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4042
verify	5	2	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=472375 fri_ns=2760375
verify	5	2	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1776083
verify	5	3	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1667
verify	5	3	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=232500 fri_ns=2608167
verify	5	3	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1686000
verify	5	4	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4250
verify	5	4	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=410333 fri_ns=2593542
verify	5	4	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1700250
verify	6	1	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=3875
verify	6	1	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=425500 fri_ns=2589125
verify	6	1	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1692917
verify	6	2	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1500
verify	6	2	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=229000 fri_ns=2616125
verify	6	2	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1688792
verify	6	3	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4750
verify	6	3	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=448000 fri_ns=2715000
verify	6	3	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1777792
verify	6	4	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1500
verify	6	4	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=245166 fri_ns=2745625
verify	6	4	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1810000
verify	7	1	query_only	OVERHEAD_VERIFY_EARLY anchors=0 ns=1917
verify	7	1	query_only	OVERHEAD_VERIFY_CPU q=208 anchors=0 reconstruct_ns=233417 fri_ns=2597167
verify	7	1	query_only	OVERHEAD_VERIFY_OPENINGS q=208 anchors=0 ns=1699458
verify	7	2	control	OVERHEAD_VERIFY_EARLY anchors=0 ns=1167
verify	7	2	control	OVERHEAD_VERIFY_CPU q=219 anchors=0 reconstruct_ns=241208 fri_ns=2745667
verify	7	2	control	OVERHEAD_VERIFY_OPENINGS q=219 anchors=0 ns=1775666
verify	7	3	actual	OVERHEAD_VERIFY_EARLY anchors=2 ns=4125
verify	7	3	actual	OVERHEAD_VERIFY_CPU q=208 anchors=2 reconstruct_ns=401208 fri_ns=2592917
verify	7	3	actual	OVERHEAD_VERIFY_OPENINGS q=208 anchors=2 ns=1686084
verify	7	4	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4709
verify	7	4	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=474334 fri_ns=2729417
verify	7	4	anchor_only	OVERHEAD_VERIFY_OPENINGS q=219 anchors=2 ns=1775959
verify	8	1	anchor_only	OVERHEAD_VERIFY_EARLY anchors=2 ns=4458
verify	8	1	anchor_only	OVERHEAD_VERIFY_CPU q=219 anchors=2 reconstruct_ns=447667 fri_ns=2718166
